customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod
9804-ICWBG,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
1222-KJNZD,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic)
0106-GHRQR,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic)
5318-IXUZF,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic)
3768-VHXQO,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic)
8952-WCVCD,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic)
2418-TPEUN,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic)
3963-RYFNS,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic)
3198-VELRD,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic)
8540-ZQGEA,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic)
1320-REHCS,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check
4137-JOPHL,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic)
9436-ZBZCT,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check
7801-CEDNV,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic)
2057-BOYKM,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic)
3658-QQJYD,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic)
1803-BGNBD,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check
0134-XWXCE,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic)
6950-TWMYB,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic)
5848-FHRFC,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic)
2243-FNMMI,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
2511-MORQY,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic)
5356-KZCKT,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic)
9470-XCCEM,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic)
6519-CFDBX,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
3902-MIVLE,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check
0409-WTMPL,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic)
8763-KIAFH,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check
3669-WHAFY,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
3055-VTCGS,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic)
3144-KMTWZ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic)
7279-BUYWN,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
7156-MHUGY,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
7198-GLXTC,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check
2007-QVGAW,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic)
5207-PLSTK,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check
2307-FYNNL,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check
5605-XNWEN,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic)
2155-AMQRX,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic)
6181-AXXYF,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic)
5091-HFAZW,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check
0516-VRYBW,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic)
2519-LBNQL,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check
8623-ULFNQ,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check
8380-PEFPE,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
5687-DKDTV,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
1568-LJSZU,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
7530-HDYDS,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic)
7789-HKSBS,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic)
7416-CKTEP,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic)
2586-CWXVV,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check
3096-IZETN,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic)
2348-KCJLT,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check
8401-EMUWF,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic)
4193-IBKSW,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic)
5377-NDTOU,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check
5922-ABDVO,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check
2474-LCNUE,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic)
0839-QNXME,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic)
3506-OVLKD,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic)
9172-ANCRX,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
6650-VJONK,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic)
2178-PMGCJ,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
7492-TAFJD,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check
2773-MADBQ,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check
6016-LVTJQ,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
7860-KSUGX,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic)
8966-KZXXA,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic)
6910-HADCM,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check
4816-LXZYW,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check
9606-PBKBQ,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check
5149-QYTTU,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic)
2070-XYMFH,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check
2085-BOJKI,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic)
0817-HSUSE,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check
5442-PPTJY,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
1927-QEWMY,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic)
1663-MHLHE,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
5663-QBGIS,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic)
4450-MDZFX,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic)
6701-DHKWQ,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic)
7554-AKDQF,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check
3536-IQCTX,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check
4911-BANWH,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic)
8496-EJAUI,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic)
0794-YVSGE,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic)
5423-BHIXO,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check
6908-VVYHM,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check
2959-EEXWB,No,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic)
1839-UMACK,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check
3030-YDNRM,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
7321-KKSDU,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
3402-XRIUO,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check
3132-TVFDZ,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
8286-AFUYI,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check
8080-DDEMJ,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check
8356-WUAOJ,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
6365-MTGZX,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check
1349-WXNGG,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic)
8058-DMYRU,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check
9350-ZXYJC,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic)
6990-YNRIO,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic)
8958-JPTRR,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check
6959-GQEGV,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
3173-WSSUE,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic)
1265-HVPZB,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic)
4115-UMJFQ,No,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic)
7369-TRPFD,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
1098-KFQEC,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic)
7190-XHTWJ,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
0621-TWIEM,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
3537-RYBHH,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic)
2485-ITVKB,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check
3669-OYSJI,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic)
1612-EOHDH,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check
6702-OHFWR,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check
5296-BFCYD,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check
4510-PYUSH,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic)
9359-JANWS,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic)
7517-SAWMO,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check
4143-HHPMK,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check
3279-DYZQM,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
7054-LGEQW,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check
0523-VNGTF,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check
9575-IWCAZ,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check
7105-MXJLL,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check
7064-FRRSW,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check
7940-UQQUG,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic)
0923-PNFUB,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check
3961-SXAXY,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic)
7010-BRBUU,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic)
3566-HJGPK,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
3062-ICYZQ,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check
9938-PRCVK,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic)
0973-KYVNF,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic)
5129-HHMZC,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic)
9637-CDTKZ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
3946-JEWRQ,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic)
7873-CVMAW,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic)
0463-WZZKO,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic)
3494-JCHRQ,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
6474-FVJLC,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check
4524-QCSSM,No,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic)
5832-EXGTT,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check
8840-DQLGN,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic)
2039-JONDJ,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic)
7217-JYHOQ,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic)
6695-FRVEC,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic)
4547-LYTDD,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check
9894-QMIMJ,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic)
8069-YQQAJ,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check
6770-XUAGN,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
4193-ORFCL,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check
1636-NTNCO,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic)
3466-WAESX,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check
9281-PKKZE,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
3638-VBZTA,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic)
7459-IMVYU,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check
7776-QWNFX,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic)
6689-TCZHQ,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check
8563-OYMQY,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic)
0754-EEBDC,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
5777-ZPQNC,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check
1951-IEYXM,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
3318-NMQXL,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
3143-ILDAL,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check
1022-RKXDR,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check
2361-FJWNO,No,No,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic)
2272-UOINI,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check
8232-UTFOZ,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic)
3750-YHRYO,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
6637-KYRCV,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check
5668-MEISB,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic)
0129-QMPDR,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic)
7188-CBBBA,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check
5356-CSVSQ,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check
3221-CJMSG,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic)
4720-VSTSI,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic)
3219-JQRSL,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic)
2801-NISEI,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check
3946-MHCZW,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check
4623-ZKHLY,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic)
6732-VAILE,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic)
8201-AAXCB,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check
7696-CFTAT,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic)
1845-CSBRZ,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic)
2123-VSCOT,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic)
6651-AZVTJ,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check
4566-GOLUK,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic)
2484-DGXPZ,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
2018-QKYGT,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check
2792-VPPET,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
7409-JURKQ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic)
3247-MHJKM,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
1964-SVLEA,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check
4587-NUKOX,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check
7297-DVYGA,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic)
2239-CGBUZ,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic)
0854-UYHZD,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
7243-LCGGZ,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
8267-KFGYD,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check
4890-VMUAV,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check
9261-WDCAF,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check
3764-MNMOI,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic)
7442-YGZFK,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic)
0420-BWTPW,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check
8229-BUJHX,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic)
7449-HVPIV,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic)
5504-WSIUR,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic)
8183-ONMXC,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check
8466-PZBLH,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic)
9614-RMGHA,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic)
8735-IJJEG,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic)
0564-MUUQK,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic)
5054-IEXZT,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check
5834-ASPWA,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
0701-RFGFI,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic)
0019-EFAEP,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic)
5619-PTMIK,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check
3737-XBQDD,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic)
5882-CMAZQ,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check
5846-QFDFI,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic)
4445-KWOKW,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic)
3511-APPBJ,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic)
7967-HYCDE,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic)
2430-RRYUW,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check
3948-XHGNA,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic)
3723-BFBGR,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic)
0565-IYCGT,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic)
5447-WZAFP,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check
5110-CHOPY,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check
5445-UTODQ,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check
4425-OWHWB,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic)
7892-QVYKW,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check
9675-ICXCT,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check
1024-VRZHF,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
4703-MQYKT,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check
9497-QCMMS,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check
5692-ICXLW,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check
0602-DDUML,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check
2208-MPXIO,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic)
1960-UYCNN,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check
0348-SDKOL,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic)
3190-FZATL,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check
7336-RLLRH,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check
4373-MAVJG,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic)
8901-HJXTF,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check
7710-JSYOA,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic)
5419-KLXBN,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic)
3424-NMNBO,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check
9885-MFVSU,No,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic)
4514-GFCFI,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check
0607-MVMGC,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic)
3365-SAIGS,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check
9828-AOQLM,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
8022-BECSI,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check
8000-REIQB,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
9993-LHIEB,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check
0266-CLZKZ,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic)
7615-ESMYF,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check
3858-VOBET,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check
